순번,근거,구분,구분2,구분3,구분기호,CAS,기준,기준농도,물질,
유독684,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-684,'15573-38-3,,'1%,트리스(트리메틸실릴)포스핀[Tris(trimethylsilyl)phosphine; 15573-38-3] 및 이를 1% 이상 함유한 혼합물,
유독685,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-685,'87-90-1,,'1%,"심클로센[Symclosene; 1,3,5-Trichloro-1,3,5-triazine-2,4,6(1H,3H,5H)-trione; 87-90-1] 및 이를 1% 이상 함유한 혼합물",
유독686,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-686,'2451-62-9,,'0.1%,"트리글리시딜 이소시아누레이트[Triglycidyl isocyanurate; 1,3,5-Tris(oxiranylmethyl)-1,3,5-triazine-2,4,6(1H,3H,5H)-trione; 2451-62-9] 및 이를 0.1% 이상 함유한 혼합물",
유독687,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-687,'26530-20-1,,'1%,2-옥틸-3(2H)-이소티아졸론[2-Octyl-3(2H)-isothiazolone; 26530-20-1] 및 이를 1% 이상 함유한 혼합물,
유독688,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-688,'2893-78-9,,'1%,"트로클로센 나트륨[Troclosene sodium; 1,3-Dichloro-1,3,5-triazine-2,4,6(1H,3H,5H)-trione sodium salt; 2893-78-9] 및 이를 1% 이상 함유한 혼합물",
유독689,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-689,'124-70-9,,'25%,디클로로에테닐메틸실란[Dichloroethenylmethylsilane; 124-70-9] 및 이를 25% 이상 함유한 혼합물,
유독690,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-690,'13043-05-5,,'25%,"2,3,3,3-테트라플루오로-2-[1,1,2,3,3,3-헥사플루오로-2-(헵타플루오로프로폭시)프로폭시]프로판산 암모늄염[2,3,3,3-Tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propanoic acid, ammonium salt; 13043-05-5] 및 이를 25% 이상 함유한 혼합물",
유독691,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-691,'41563-69-3,,'25%,"1,3-벤젠디메탄티올[1,3-Benzenedimethanethiol; 41563-69-3] 및 이를 25% 이상 함유한 혼합물",
유독692,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-692,'1702310-11-9,,'25%,1-데실피리디늄 비스(플루오로술포닐)이미드[1-Decylpyridinium bis(fluorosulfonyl)imide; 1702310-11-9] 및 이를 25% 이상 함유한 혼합물,
유독693,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-693,'106-99-0,,'0.1%,"1,3-부타디엔[1,3-Butadiene; 106-99-0] 및 이를 0.1% 이상 함유한 혼합물",
유독694,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-694,'68-12-2,,'0.1%,"N,N-디메틸포름아미드[N,N-Dimethylformamide; 68-12-2] 및 이를 0.1% 이상 함유한 혼합물",
유독695,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-695,'25321-14-6|||121-14-2|||606-20-2|||610-39-9|||602-01-7|||619-15-8|||618-85-9,,'0.1%,"디니트로톨루엔[Dinitrotoluene; 25321-14-6, 121-14-2, 606-20-2, 610-39-9, 602-01-7, 619-15-8, 618-85-9] 및 이를 0.1% 이상 함유한 혼합물",
유독696,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-696,'110-80-5,,'0.3%,2-에톡시에탄올[2-Ethoxyethanol; 110-80-5] 및 이를 0.3% 이상 함유한 혼합물,
유독697,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-697,'96-45-7,,'0.3%,2-이미다졸리딘티온[2-Imidazolidinethione; 96-45-7] 및 이를 0.3% 이상 함유한 혼합물,
유독698,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-698,'109-86-4,,'0.3%,2-메톡시에탄올[2-Methoxyethanol; 109-86-4] 및 이를 0.3% 이상 함유한 혼합물,
유독699,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-699,'101-77-9,,'0.1%,"4,4'-메틸렌디아닐린[4,4'-Methylenedianiline; 101-77-9] 및 이를 0.1% 이상 함유한 혼합물",
유독700,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-700,'872-50-4,,'0.3%,1-메틸-2-피롤리디논[1-Methyl-2-pyrrolidinone; 872-50-4] 및 이를 0.3% 이상 함유한 혼합물,
유독701,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-701,'91-21-4,,'25%,"1,2,3,4-테트라히드로이소퀴놀린[1,2,3,4-Tetrahydroisoquinoline; 91-21-4] 및 이를 25% 이상 함유한 혼합물",
유독702,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-702,'107-32-4,,'1%,과포름산[Performic acid; 107-32-4] 및 이를 1% 이상 함유한 혼합물,
유독703,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-703,'697-83-6,,'25%,"5-클로로-2,4,6-트리플루오로피리미딘[5-Chloro-2,4,6-trifluoropyrimidine; 697-83-6] 및 이를 25% 이상 함유한 혼합물",
유독704,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-704,'236408-49-4,,'25%,"염화 [4-(1,1-디메틸에틸)페닐]트리페닐포스포늄[[4-(1,1-Dimethylethyl) phenyl]triphenylphosphonium chloride; 236408-49-4] 및 이를 25% 이상 함유한 혼합물",
유독705,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-705,'13763-19-4,,'25%,데카클로로테트라실란[Decachlorotetra silane; 13763-19-4] 및 이를 25% 이상 함유한 혼합물,
유독706,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-706,'3027-66-6,,'1%,"2-에톡시-2,4,4,6,6-펜타플루오로-2λ5,4λ5,6λ5-1,3,5,2,4,6-트리아자트리포스포린[2-Ethoxy-2,4,4,6,6-pentafluoro-2λ5,4λ5, 6λ5-1,3,5,2,4,6-triazatriphosphorine; 3027-66-6] 및 이를 1% 이상 함유한 혼합물",
유독707,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-707,'56-18-8,,'1%,"3,3'-이미노디(프로필아민)[3,3'-Iminodi(propylamine); 56-18-8] 및 이를 1% 이상 함유한 혼합물",
유독708,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-708,'7378-99-6,,'25%,디메틸(옥틸)아민[Dimethyl(octyl)amine; 7378-99-6] 및 이를 25%이상 함유한 혼합물,
유독709,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-709,'959974-09-5,,'5%,"[(1,2,3,4,5-η)-1-메틸-2,4-시클로펜타디엔-1-일]트리스(N-메틸메탄아미나토)지르코늄[[(1,2,3,4,5-η)-1-Methyl-2,4-cyclopentadien-1-yl]tris(N-methylmethanaminato)zirconium; 959974-09-5] 및 이를 5% 이상 함유한 혼합물",
유독710,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-710,'917924-18-6,,'25%,"[1,1'-비페닐]-2-올과 옥시란의 중합체[[1.1'-Biphenyl]-2-ol polymer with oxirane; 917924-18-6] 및 이를 25% 이상 함유한 혼합물",
유독711,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-711,'373-68-2,,'1%,플루오르화 테트라메틸암모늄[Tetramethylammonium fluoride; 373-68-2] 및 이를 1% 이상 함유한 혼합물,
유독712,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-712,'1953-99-7,,'25%,"3,4,5,6-테트라클로로-1,2-벤젠디카르보니트릴[3,4,5,6-Tetrachloro-1,2-benzenedicarbonitrile; 1953-99-7] 및 이를 25% 이상 함유한 혼합물",
유독713,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-713,'13453-75-3,,'25%,플루오로황산 리튬[Lithium fluorosulfate; 13453-75-3] 및 이를 25% 이상 함유한 혼합물,
유독714,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-714,'16499-88-0,,'5%,3-부톡시프로필아민[3-Butoxypropylamine; 16499-88-0] 및 이를 5% 이상 함유한 혼합물,
유독715,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-715,',,'25%,플루오르화 망간 칼륨 규소[Manganese potassium silicon fluoride; 부여안됨] 및 이를 25% 이상 함유한 혼합물,
유독716,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-716,'1039756-60-9,,'25%,"염화 히드록시 수소화 수지산 스트론튬 술포[프탈로시아니나토]구리 착화합물[Strontium. chloro hydroxy hydrogenated resin acids [29H,31H-phthalocyaninato (2-)-kN29,kN30,kN31,kN32]copper sulfo derivs. complexes; 1039756-60-9] 및 이를 25% 이상 함유한 혼합물",
유독717,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-717,'120-94-5,,'25%,1-메틸피롤리딘[1-Methylpyrrolidine; 120-94-5] 및 이를 25% 이상 함유한 혼합물,
유독718,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-718,'182442-95-1,,'1%,산화 코발트 리튬 망간 니켈[Cobalt lithium manganese nickel oxide; 182442-95-1] 및 이를 1% 이상 함유한 혼합물,
유독719,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-719,'28178-42-9,,'1%,"2,6-디이소프로필페닐 이소시아네이트[2,6-Diisopropylphenyl isocyanate; 28178-42-9] 및 이를 1% 이상 함유한 혼합물",
유독720,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-720,'52980-20-8,,'1%,"4,4'-[1,3-프로판디일비스(옥시)]비스벤젠아민[4,4'-[1,3-Propanediylbis(oxy)] bisbenzenamine; 52980-20-8] 및 이를 1% 이상 함유한 혼합물 ",
유독721,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-721,'2391-56-2,,'1%,"4,4'-[1,5-펜탄디일비스(옥시)]비스벤젠아민[4,4'-[1,5-Pentanediylbis(oxy)] bisbenzenamine; 2391-56-2] 및 이를 1% 이상 함유한 혼합물",
유독722,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-722,'20407-84-5,,'25%,(E)-2-도데세날[(E)-2-Dodecenal; 20407-84-5] 및 이를 25% 이상 함유한 혼합물,
유독723,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2014-1-723,'68910-05-4,,'0.3%,2-아미노에탄올과 암모니아의 반응생성물[2-Aminoethanol reaction products with ammonia by-products from; 68910-05-4] 및 이를 0.3% 이상 함유한 혼합물,
유독724,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-724,'75-89-8,,'25%,"2,2,2-트리플루오로에탄올[2,2,2-Trifluoroethanol; 75-89-8] 및 이를 25% 이상 함유한 혼합물",
유독725,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-725,'206565-89-1,,'5%,"불포화지방산(C=18) 이합체와 1-피페라진에탄아민, 톨유지방산의 반응생성물[Fatty acids, C18-unsatd., dimers, reaction product with 1-piperazineethanamine and tall-oil fatty acid; 206565-89-1] 및 이를 5% 이상 함유한 혼합물",
유독726,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-726,'1329-99-3,,'25%,"1-메틸-4-(1-메틸에틸)시클로헥산, 테트라히드로 유도체[1-Methyl-4-(1-methylethyl) cyclohexane, tetradehydro deriv.; 1329-99-3] 및 이를 25% 이상 함유한 혼합물",
유독727,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-727,'1558-33-4,,'25%,디클로로(클로로메틸)메틸실란[Dichloro(chloromethyl)methylsilane; 1558-33-4] 및 이를 25% 이상 함유한 혼합물,
유독728,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-728,'144020-22-4,,'25%,"무수 아세트산과 1,5,10-트리메틸-1,5,9-사이클로도데카트리엔의 반응생성물[Acetic acid, anhydride, reaction products with 1,5,10-trimethyl-1,5,9-cyclododecatriene; 144020-22-4] 및 이를 25% 이상 함유한 혼합물",
유독729,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-729,'1066-35-9,,'25%,클로로디메틸실란[Chlorodimethylsilane; 1066-35-9] 및 이를 25% 이상 함유한 혼합물,
유독730,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-730,'16156-58-4,,'25%,"2-프로핀-1-올, 1-메탄술포네이트[2-Propyn-1-ol, 1-methane sulfonate; 16156-58-4] 및 이를 25% 이상 함유한 혼합물",
유독731,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-731,'1109-15-5,,'25%,"트리스(2,3,4,5,6-펜타플루오로페닐)보란[Tris(2,3,4,5,6-pentafluorophenyl)borane; 1109-15-5] 및 이를 25% 이상 함유한 혼합물",
유독732,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-732,'118712-89-3,,'1%,"2,3,5,6-테트라플루오로벤질 트랜스-2-(2,2-디클로로비닐)-3,3-디메틸사이클로프로판카르복실레이트[2,3,5,6-Tetrafluorobenzyl trans-2-(2,2-dichlorovinyl)-3,3-dimethylcyclopropane carboxylate; 118712-89-3] 및 이를 1% 이상 함유한 혼합물",
유독733,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-733,'4826-62-4,,'25%,2-도데세날[2-Dodecenal; 4826-62-4] 및 이를 25% 이상 함유한 혼합물,
유독734,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-734,'1245634-39-2,,'25%,"트리플루오로트리스(1,1,2,2,2-펜타플루오로에틸)인산 [4-(1-메틸에틸)페닐](4-메틸페닐)이오도늄 (1:1)[[4-(1-Methylethyl)phenyl](4-methylphenyl)iodonium trifluorotris(1,1,2,2,2-pentafluoroethyl)phosphate(1-) (1:1); 1245634-39-2] 및 이를 25% 이상 함유한 혼합물",
유독735,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-735,'1254940-85-6,,'25%,4-(2-메틸프로필)사이클로헥산프로판알[4-(2-Methylpropyl)cyclohexanepropanal; 1254940-85-6] 및 이를 25% 이상 함유한 혼합물,
유독736,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-736,'1392325-86-8,,'25%,"6,6a,7,8,9,9a-헥사히드로-7,7,8,9,9-펜타메틸-5H-사이클로펜타[h]퀴나졸린[6,6a,7,8,9,9a-Hexahydro-7,7,8,9,9-pentamethyl-5H-cyclopenta[h]quinazoline; 1392325-86-8] 및 이를 25% 이상 함유한 혼합물",
유독737,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-737,'1315251-11-6,,'25%,"6,7,8,9-테트라히드로-7,7,8,9,9-펜타메틸-5H-사이클로펜타[h]퀴나졸린[6,7,8,9-Tetrahydro-7,7,8,9,9-pentamethyl-5H-cyclopenta[h]quinazoline; 1315251-11-6] 및 이를 25% 이상 함유한 혼합물",
유독738,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-738,'25952-53-8,,'25%,"N3-(에틸카본이미도일)-N1,N1-디메틸-1,3-프로판디아민의 염산염 (1:1)[N3-(Ethylcarbonimidoyl)-N1,N1-dimethyl-1,3-propanediamine, hydrochloride (1:1); 25952-53-8] 및 이를 25% 이상 함유한 혼합물",
유독739,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-739,'2372-82-9,,'2.5%,"N1-(3-아미노프로필)-N1-도데실-1,3-프로판디아민[N1-(3-Aminopropyl)-N1-dodecyl-1,3-propanediamine; 2372-82-9] 및 이를 2.5% 이상 함유한 혼합물",
유독740,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-740,'40043-73-0,,'25%,"(1R,4aS,10aR)-1,2,3,4,4a,9,10,10a-옥타히드로-1,4a-디메틸-7-(1-메틸에틸)-1-페난트렌메탄아민, 브롬산염 (1:1)[(1R,4aS,10aR)-1,2,3,4,4a,9,10,10a-Octahydro-1,4a-dimethyl-7-(1-methylethyl)-1-phenanthrenemethanamine, hydrobromide (1:1); 40043-73-0] 및 이를 25% 이상 함유한 혼합물",
유독741,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-741,'912290-04-1,,'25%,"트리페닐술포늄과 1-[(3-히드록시트리시클로[3.3.1.13,7]데실)메틸] 2,2-디플루오로-2-설포아세테이트(1:1)의 염[Triphenylsulfonium salt with 1-[(3-hydroxytricyclo[3.3.1.13,7]dec-1-yl)methyl] 2,2-difluoro-2-sulfoacetate (1:1); 912290-04-1] 및 이를 25% 이상 함유한 혼합물",
유독742,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-742,'1569262-17-4,,'25%,"테트라히드로-1,3,4,6-테트라키스(2-메르캅토에틸)이미다조[4,5-d]이미다졸-2,5(1H,3H)-디온[Tetrahydro-1,3,4,6-tetrakis(2-mercaptoethyl)imidazo[4,5-d]imidazole-2,5(1H,3H)-dione; 1569262-17-4] 및 이를 25% 이상 함유한 혼합물",
유독743,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-743,'86-57-7,,'25%,1-니트로나프탈렌[1-Nitronaphthalene; 86-57-7] 및 이를 25% 이상 함유한 혼합물,
유독744,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-744,'66327-54-6,,'25%,1-메틸-4-(4-메틸펜틸)-3-사이클로헥센-1-카복스알데하이드[1-Methyl-4-(4-methylpentyl)-3-cyclohexene-1-carboxaldehyde; 66327-54-6] 및 이를 25% 이상 함유한 혼합물,
유독745,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-745,'592-39-2,,'1%,(T-4)-트리플로로(피페리딘)보론[(T-4)-Trifluoro(piperidine)boron; 592-39-2] 및 이를 1% 이상 함유한 혼합물,
유독746,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-746,'5570-19-4,,'25%,2-니트로페닐붕산[2-Nitrophenylboronic acid; 5570-19-4] 및 이를 25% 이상 함유한 혼합물,
유독747,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-747,'65405-84-7,,'25%,"α,2,2,6-테트라메틸사이클로헥센부탄알[α,2,2,6-Tetramethylcyclohexenebutanal; 65405-84-7] 및 이를 25% 이상 함유한 혼합물",
유독748,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-748,'6299-39-4,,'25%,7-니트로-1H-벤조트리아졸[7-Nitro-1H-benzotriazole; 6299-39-4] 및 이를 25% 이상 함유한 혼합물,
유독749,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2016-1-749,'638-29-9,,'25%,펜타노일 클로라이드[Pentanoyl chloride; 638-29-9] 및 이를 25% 이상 함유한 혼합물,
유독750,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-750,'30168-23-1,,'25%,"4-(옥타하이드로-4,7-메타노-5H-인덴-5-일리덴)부탄알[4-(Octahydro-4,7-methano-5H-inden-5-ylidene)butanal; 30168-23-1] 및 이를 25% 이상 함유한 혼합물",
유독751,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-751,'2501-94-2,,'25%,tert-부틸포스핀[tert-Butylphosphine; 2501-94-2] 및 이를 25% 이상 함유한 혼합물,
유독752,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-752,'73771-62-7,,'25%,"2-(아미노티옥소메틸)하이드라진카보디티오산 칼륨 (1:1) [2-(Aminothioxomethyl)hydrazinecarbodithioic acid, potassium salt (1:1); 73771-62-7] 및 이를 25% 이상 함유한 혼합물",
유독753,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-753,'1146597-81-0,,'25%,"α,α-디플루오로트리사이클로[3.3.1.13,7]데칸-1-에탄술폰산 트리페닐술포늄 (1:1)[Triphenylsulfonium, α,α-difluorotricyclo[3.3.1.13,7]decane-1-ethanesulfonate (1:1); 1146597-81-0] 및 이를 25% 이상 함유한 혼합물",
유독754,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-754,'425670-64-0,,'25%,"(4-사이클로헥실페닐)디페닐술포늄과 1,1,2,2,3,3,4,4,4-노나플루오로-1-부탄술폰산 (1:1)의 염 [(4-Cyclohexylphenyl)diphenylsulfonium salt with 1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonic acid (1:1); 425670-64-0] 및 이를 25% 이상 함유한 혼합물",
유독755,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-755,'110429-36-2,,'25%,"(3S,4R)-3-[(1,3-벤조디옥솔-5-일옥시)메틸]-4-(4-플루오로페닐)-1-메틸피페리딘[(3S,4R)-3-[(1,3-Benzodioxol-5-yloxy)methyl]-4-(4-fluorophenyl)-1-methylpiperidine; 110429-36-2] 및 이를 25% 이상 함유한 혼합물",
유독756,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-756,'1011514-41-2,,'25%,"N,N'-디에틸-N,N'-디메틸실란디아민[N,N'-Diethyl-N,N'-dimethylsilanediamine; 1011514-41-2] 및 이를 25% 이상 함유한 혼합물",
유독757,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-757,'1638216-03-1,,'25%,"트리페닐술포늄과 2,2,2-트리플루오로-1-(술포메틸)에틸트리사이클로[3.3.1.13,7]데칸-1-카르복실레이트 (1:1)의 염[Triphenylsulfonium salt with 2,2,2-trifluoro-1-(sulfomethyl)ethyl tricyclo[3.3.1.13,7]decane-1-carboxylate (1:1); 1638216-03-1] 및 이를 25% 이상 함유한 혼합물",
유독758,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-758,'2064323-02-8,,'25%,"트리페닐술포늄과 2,3-비스(2,2,2-플루오로에틸) 5-술포비사이클로[2.2.1]헵탄-2,3-디카르복실레이트 (1:1)의 염[Triphenylsulfonium salt with 2,3-bis(2,2,2-trifluoroethyl) 5-sulfobicyclo[2.2.1]heptane-2,3-dicarboxylate (1:1); 2064323-02-8] 및 이를 25% 이상 함유한 혼합물",
유독759,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-759,'25640-78-2,,'25%,"(1-메틸에틸)-1,1'-비페닐[(1-Methylethyl)-1,1'-biphenyl; 25640-78-2] 및 이를 25% 이상 함유한 혼합물",
유독760,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-760,'2374-14-3,,'10%,"2,4,6-트리메틸-2,4,6-트리스(3,3,3-트리플루오로프로필)사이클로트리실록산[2,4,6-Trimethyl-2,4,6-tris(3,3,3-trifluoropropyl)cyclotrisiloxane; 2374-14-3] 및 이를 10% 이상 함유한 혼합물",
유독761,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-761,'106-46-7,,'25%,"1,4-디클로로벤젠[1,4-Dichlorobenzene; 106-46-7] 및 이를 25% 이상 함유한 혼합물",
유독762,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-762,'5989-27-5|||138-86-3,,'25%,"리모넨[d-Limonene; 5989-27-5, d/l-Limonene; 138-86-3] 및 이를 25% 이상 함유한 혼합물",
유독763,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-763,'78-87-5,,'25%,"1,2-디클로로프로판[1,2-Dichloropropane; 78-87-5] 및 이를 25% 이상 함유한 혼합물",
유독764,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-764,'64359-81-5,,'1%,"4,5-디클로로-2-N-옥틸-4-이소티아졸린-3-온[4,5-Dichloro-2-N-octyl-4-isothizaolin-3-one; 64359-81-5] 및 이를 1% 이상 함유한 혼합물",
유독765,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-765,'13965-73-6|||206760-59-0,,'1%,"1,1,2,2-테트라플루오로디보란(4)[1,1,2,2-Tetrafluorodiborane(4); 13965-73-6, 206760-59-0] 및 이를 1% 이상 함유한 혼합물",
유독766,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-766,'3375-31-3,,'1%,아세트산 팔라듐(Ⅱ)[Palladium(Ⅱ) acetate; 3375-31-3] 및 이를 1% 이상 함유한 혼합물,
유독767,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-767,'136122-15-1,,'25%,"1,4-디티안-2,5-디(메탄티올)[1,4-Dithiane-2,5-di(methanethiol); 136122-15-1] 및 이를 25% 이상 함유한 혼합물",
유독768,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-768,'102767-76-0,,'25%,펜타키스(트리메틸실일) 트리포스페이트[Pentakis(trimethylsilyl) triphosphate; 102767-76-0] 및 이를 25% 이상 함유한 혼합물,
유독769,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-769,',,'2.5%,"수소화 피마자유 지방산, 데칸산, 옥탄산, 에틸렌디아민과 테트라메틸렌디아민의 반응생성물[Reaction products of hydrogenated castor-oil fatty acids, decanoic acid, octanoic acid, ethylenediamine and tetramethylenediamine; 부여되지 않음] 및 이를 2.5% 이상 함유한 혼합물",
유독770,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-770,'53803-13-7,,'25%,"N,N,N-트리메틸메탄아미늄과 2,2-디메틸프로판산 (1:1)의 염[N,N,N-Trimethylmethanaminium salt with 2,2-dimethylpropanoic acid (1:1); 53803-13-7] 및 이를 25% 이상 함유한 혼합물",
유독771,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-771,'61764-71-4,,'25%,메틸 2-프로핀일 카보네이트[Methyl 2-propynyl carbonate; 61764-71-4] 및 이를 25% 이상 함유한 혼합물,
유독772,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-772,',,'25%,비스(4-메틸-2-펜탄올)이타코네이트와 α-메틸벤질아민의 반응생성물[Reaction product of bis(4-methyl-2-pentanol)itaconate and α-methylbenzylamine; 부여되지 않음] 및 이를 25% 이상 함유한 혼합물,
유독773,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-773,'259854-70-1|||259854-71-2,,'25%,"3-메틸-5-사이클로테트라데센-1-온[3-Methyl-5-cyclotetradecen-1-one; 259854-70-1, 259854-71-2] 및 이를 25% 이상 함유한 혼합물",
유독774,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-774,'1112983-16-0,,'25%,"(4-메틸페닐)디페닐술포늄과 2,2-디플루오로-2-술포아세트산 1-(헥사히드로-5-옥소-2,6-메타노푸로[3,2-b]푸란-3-일)의 염 (1:1)[(4-Methylphenyl)diphenylsulfonium salt with 1-(hexahydro-5-oxo-2,6-methanofuro[3,2-b]furan-3-yl) 2,2-difluoro-2-sulfoacetate(1:1); 1112983-16-0] 및 이를 25% 이상 함유한 혼합물",
유독775,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'2017-1-775,'66003-78-9,,'25%,"트리플루오로메탄술폰산 트리페닐술포늄 (1:1)[Triphenylsulfonium, trifluoromethanesulfonate (1:1); 66003-78-9] 및 이를 25% 이상 함유한 혼합물",
